"country","year","age","value","activity_type","burden_outcome"
"ABC",2004,15,8,"novax","deaths"
"ABC",2004,16,6,"novax","deaths"
"ABC",2004,17,6,"novax","deaths"
"ABC",2004,18,5,"novax","deaths"
"ABC",2004,19,5,"novax","deaths"
"ABC",2004,20,5,"novax","deaths"
"ABC",2004,21,5,"novax","deaths"
"ABC",2004,22,5,"novax","deaths"
"ABC",2004,23,5,"novax","deaths"
"ABC",2004,24,4,"novax","deaths"
"ABC",2004,25,4,"novax","deaths"
"ABC",2004,26,4,"novax","deaths"
"ABC",2004,27,4,"novax","deaths"
"ABC",2004,28,4,"novax","deaths"
"ABC",2004,29,3,"novax","deaths"
"ABC",2004,30,3,"novax","deaths"
"ABC",2004,31,3,"novax","deaths"
"ABC",2004,32,3,"novax","deaths"
"ABC",2004,33,3,"novax","deaths"
"ABC",2004,34,3,"novax","deaths"
"ABC",2004,35,2,"novax","deaths"
"ABC",2004,36,2,"novax","deaths"
"ABC",2004,37,2,"novax","deaths"
"ABC",2004,38,2,"novax","deaths"
"ABC",2004,39,2,"novax","deaths"
"ABC",2004,40,2,"novax","deaths"
"ABC",2004,41,2,"novax","deaths"
"ABC",2004,42,2,"novax","deaths"
"ABC",2004,43,2,"novax","deaths"
"ABC",2004,44,2,"novax","deaths"
"ABC",2004,45,2,"novax","deaths"
"ABC",2004,46,2,"novax","deaths"
"ABC",2004,47,1,"novax","deaths"
"ABC",2004,48,1,"novax","deaths"
"ABC",2004,49,1,"novax","deaths"
"ABC",2004,50,1,"novax","deaths"
"ABC",2004,51,1,"novax","deaths"
"ABC",2004,52,1,"novax","deaths"
"ABC",2004,53,1,"novax","deaths"
"ABC",2004,54,1,"novax","deaths"
"ABC",2004,55,1,"novax","deaths"
"ABC",2004,56,1,"novax","deaths"
"ABC",2004,57,1,"novax","deaths"
"ABC",2004,58,1,"novax","deaths"
"ABC",2004,59,1,"novax","deaths"
"ABC",2004,60,1,"novax","deaths"
"ABC",2004,61,1,"novax","deaths"
"ABC",2004,62,1,"novax","deaths"
"ABC",2004,63,1,"novax","deaths"
"ABC",2004,64,1,"novax","deaths"
"ABC",2004,65,1,"novax","deaths"
"ABC",2004,66,1,"novax","deaths"
"ABC",2004,67,0,"novax","deaths"
"ABC",2004,68,0,"novax","deaths"
"ABC",2004,69,0,"novax","deaths"
"ABC",2004,70,0,"novax","deaths"
"ABC",2004,71,0,"novax","deaths"
"ABC",2004,72,0,"novax","deaths"
"ABC",2004,73,0,"novax","deaths"
"ABC",2004,74,0,"novax","deaths"
"ABC",2004,75,0,"novax","deaths"
"ABC",2004,76,0,"novax","deaths"
"ABC",2004,77,0,"novax","deaths"
"ABC",2004,78,0,"novax","deaths"
"ABC",2004,79,0,"novax","deaths"
"ABC",2004,80,0,"novax","deaths"
"ABC",2004,81,0,"novax","deaths"
"ABC",2004,82,0,"novax","deaths"
"ABC",2004,83,0,"novax","deaths"
"ABC",2004,84,0,"novax","deaths"
"ABC",2004,85,0,"novax","deaths"
"ABC",2004,86,0,"novax","deaths"
"ABC",2004,87,0,"novax","deaths"
"ABC",2004,88,0,"novax","deaths"
"ABC",2004,89,0,"novax","deaths"
"ABC",2004,90,0,"novax","deaths"
"ABC",2004,91,0,"novax","deaths"
"ABC",2004,92,0,"novax","deaths"
"ABC",2004,93,0,"novax","deaths"
"ABC",2004,94,0,"novax","deaths"
"ABC",2004,95,0,"novax","deaths"
"ABC",2004,96,0,"novax","deaths"
"ABC",2004,97,0,"novax","deaths"
"ABC",2004,98,0,"novax","deaths"
"ABC",2004,99,0,"novax","deaths"
"ABC",2004,100,0,"novax","deaths"
"ABC",2005,0,18,"novax","deaths"
"ABC",2005,1,17,"novax","deaths"
"ABC",2005,2,16,"novax","deaths"
"ABC",2005,3,15,"novax","deaths"
"ABC",2005,4,15,"novax","deaths"
"ABC",2005,5,14,"novax","deaths"
"ABC",2005,6,13,"novax","deaths"
"ABC",2005,7,13,"novax","deaths"
"ABC",2005,8,12,"novax","deaths"
"ABC",2005,9,12,"novax","deaths"
"ABC",2005,10,11,"novax","deaths"
"ABC",2005,11,11,"novax","deaths"
"ABC",2005,12,10,"novax","deaths"
"ABC",2005,13,10,"novax","deaths"
"ABC",2005,14,10,"novax","deaths"
"ABC",2005,15,8,"novax","deaths"
"ABC",2005,16,8,"novax","deaths"
"ABC",2005,17,6,"novax","deaths"
"ABC",2005,18,6,"novax","deaths"
"ABC",2005,19,5,"novax","deaths"
"ABC",2005,20,5,"novax","deaths"
"ABC",2005,21,5,"novax","deaths"
"ABC",2005,22,5,"novax","deaths"
"ABC",2005,23,5,"novax","deaths"
"ABC",2005,24,5,"novax","deaths"
"ABC",2005,25,4,"novax","deaths"
"ABC",2005,26,4,"novax","deaths"
"ABC",2005,27,4,"novax","deaths"
"ABC",2005,28,4,"novax","deaths"
"ABC",2005,29,4,"novax","deaths"
"ABC",2005,30,3,"novax","deaths"
"ABC",2005,31,3,"novax","deaths"
"ABC",2005,32,3,"novax","deaths"
"ABC",2005,33,3,"novax","deaths"
"ABC",2005,34,3,"novax","deaths"
"ABC",2005,35,3,"novax","deaths"
"ABC",2005,36,2,"novax","deaths"
"ABC",2005,37,2,"novax","deaths"
"ABC",2005,38,2,"novax","deaths"
"ABC",2005,39,2,"novax","deaths"
"ABC",2005,40,2,"novax","deaths"
"ABC",2005,41,2,"novax","deaths"
"ABC",2005,42,2,"novax","deaths"
"ABC",2005,43,2,"novax","deaths"
"ABC",2005,44,2,"novax","deaths"
"ABC",2005,45,2,"novax","deaths"
"ABC",2005,46,2,"novax","deaths"
"ABC",2005,47,1,"novax","deaths"
"ABC",2005,48,1,"novax","deaths"
"ABC",2005,49,1,"novax","deaths"
"ABC",2005,50,1,"novax","deaths"
"ABC",2005,51,1,"novax","deaths"
"ABC",2005,52,1,"novax","deaths"
"ABC",2005,53,1,"novax","deaths"
"ABC",2005,54,1,"novax","deaths"
"ABC",2005,55,1,"novax","deaths"
"ABC",2005,56,1,"novax","deaths"
"ABC",2005,57,1,"novax","deaths"
"ABC",2005,58,1,"novax","deaths"
"ABC",2005,59,1,"novax","deaths"
"ABC",2005,60,1,"novax","deaths"
"ABC",2005,61,1,"novax","deaths"
"ABC",2005,62,1,"novax","deaths"
"ABC",2005,63,1,"novax","deaths"
"ABC",2005,64,1,"novax","deaths"
"ABC",2005,65,1,"novax","deaths"
"ABC",2005,66,1,"novax","deaths"
"ABC",2005,67,0,"novax","deaths"
"ABC",2005,68,0,"novax","deaths"
"ABC",2005,69,0,"novax","deaths"
"ABC",2005,70,0,"novax","deaths"
"ABC",2005,71,0,"novax","deaths"
"ABC",2005,72,0,"novax","deaths"
"ABC",2005,73,0,"novax","deaths"
"ABC",2005,74,0,"novax","deaths"
"ABC",2005,75,0,"novax","deaths"
"ABC",2005,76,0,"novax","deaths"
"ABC",2005,77,0,"novax","deaths"
"ABC",2005,78,0,"novax","deaths"
"ABC",2005,79,0,"novax","deaths"
"ABC",2005,80,0,"novax","deaths"
"ABC",2005,81,0,"novax","deaths"
"ABC",2005,82,0,"novax","deaths"
"ABC",2005,83,0,"novax","deaths"
"ABC",2005,84,0,"novax","deaths"
"ABC",2005,85,0,"novax","deaths"
"ABC",2005,86,0,"novax","deaths"
"ABC",2005,87,0,"novax","deaths"
"ABC",2005,88,0,"novax","deaths"
"ABC",2005,89,0,"novax","deaths"
"ABC",2005,90,0,"novax","deaths"
"ABC",2005,91,0,"novax","deaths"
"ABC",2005,92,0,"novax","deaths"
"ABC",2005,93,0,"novax","deaths"
"ABC",2005,94,0,"novax","deaths"
"ABC",2005,95,0,"novax","deaths"
"ABC",2005,96,0,"novax","deaths"
"ABC",2005,97,0,"novax","deaths"
"ABC",2005,98,0,"novax","deaths"
"ABC",2005,99,0,"novax","deaths"
"ABC",2005,100,0,"novax","deaths"
"ABC",2006,0,19,"novax","deaths"
"ABC",2006,1,18,"novax","deaths"
"ABC",2006,2,17,"novax","deaths"
"ABC",2006,3,16,"novax","deaths"
"ABC",2006,4,15,"novax","deaths"
"ABC",2006,5,14,"novax","deaths"
"ABC",2006,6,14,"novax","deaths"
"ABC",2006,7,13,"novax","deaths"
"ABC",2006,8,13,"novax","deaths"
"ABC",2006,9,12,"novax","deaths"
"ABC",2006,10,12,"novax","deaths"
"ABC",2006,11,11,"novax","deaths"
"ABC",2006,12,11,"novax","deaths"
"ABC",2006,13,10,"novax","deaths"
"ABC",2006,14,10,"novax","deaths"
"ABC",2006,15,10,"novax","deaths"
"ABC",2006,16,8,"novax","deaths"
"ABC",2006,17,8,"novax","deaths"
"ABC",2006,18,6,"novax","deaths"
"ABC",2006,19,6,"novax","deaths"
"ABC",2006,20,5,"novax","deaths"
"ABC",2006,21,5,"novax","deaths"
"ABC",2006,22,5,"novax","deaths"
"ABC",2006,23,5,"novax","deaths"
"ABC",2006,24,5,"novax","deaths"
"ABC",2006,25,4,"novax","deaths"
"ABC",2006,26,4,"novax","deaths"
"ABC",2006,27,4,"novax","deaths"
"ABC",2006,28,4,"novax","deaths"
"ABC",2006,29,4,"novax","deaths"
"ABC",2006,30,4,"novax","deaths"
"ABC",2006,31,3,"novax","deaths"
"ABC",2006,32,3,"novax","deaths"
"ABC",2006,33,3,"novax","deaths"
"ABC",2006,34,3,"novax","deaths"
"ABC",2006,35,3,"novax","deaths"
"ABC",2006,36,3,"novax","deaths"
"ABC",2006,37,2,"novax","deaths"
"ABC",2006,38,2,"novax","deaths"
"ABC",2006,39,2,"novax","deaths"
"ABC",2006,40,2,"novax","deaths"
"ABC",2006,41,2,"novax","deaths"
"ABC",2006,42,2,"novax","deaths"
"ABC",2006,43,2,"novax","deaths"
"ABC",2006,44,2,"novax","deaths"
"ABC",2006,45,2,"novax","deaths"
"ABC",2006,46,2,"novax","deaths"
"ABC",2006,47,2,"novax","deaths"
"ABC",2006,48,1,"novax","deaths"
"ABC",2006,49,1,"novax","deaths"
"ABC",2006,50,1,"novax","deaths"
"ABC",2006,51,1,"novax","deaths"
"ABC",2006,52,1,"novax","deaths"
"ABC",2006,53,1,"novax","deaths"
"ABC",2006,54,1,"novax","deaths"
"ABC",2006,55,1,"novax","deaths"
"ABC",2006,56,1,"novax","deaths"
"ABC",2006,57,1,"novax","deaths"
