"country","year","age","value","activity_type","burden_outcome"
"ABC",2000,50,1,"routine","deaths"
"ABC",2000,51,1,"routine","deaths"
"ABC",2000,52,1,"routine","deaths"
"ABC",2000,53,1,"routine","deaths"
"ABC",2000,54,1,"routine","deaths"
"ABC",2000,55,1,"routine","deaths"
"ABC",2000,56,1,"routine","deaths"
"ABC",2000,57,1,"routine","deaths"
"ABC",2000,58,1,"routine","deaths"
"ABC",2000,59,1,"routine","deaths"
"ABC",2000,60,1,"routine","deaths"
"ABC",2000,61,1,"routine","deaths"
"ABC",2000,62,1,"routine","deaths"
"ABC",2000,63,1,"routine","deaths"
"ABC",2000,64,1,"routine","deaths"
"ABC",2000,65,1,"routine","deaths"
"ABC",2000,66,0,"routine","deaths"
"ABC",2000,67,0,"routine","deaths"
"ABC",2000,68,0,"routine","deaths"
"ABC",2000,69,0,"routine","deaths"
"ABC",2000,70,0,"routine","deaths"
"ABC",2000,71,0,"routine","deaths"
"ABC",2000,72,0,"routine","deaths"
"ABC",2000,73,0,"routine","deaths"
"ABC",2000,74,0,"routine","deaths"
"ABC",2000,75,0,"routine","deaths"
"ABC",2000,76,0,"routine","deaths"
"ABC",2000,77,0,"routine","deaths"
"ABC",2000,78,0,"routine","deaths"
"ABC",2000,79,0,"routine","deaths"
"ABC",2000,80,0,"routine","deaths"
"ABC",2000,81,0,"routine","deaths"
"ABC",2000,82,0,"routine","deaths"
"ABC",2000,83,0,"routine","deaths"
"ABC",2000,84,0,"routine","deaths"
"ABC",2000,85,0,"routine","deaths"
"ABC",2000,86,0,"routine","deaths"
"ABC",2000,87,0,"routine","deaths"
"ABC",2000,88,0,"routine","deaths"
"ABC",2000,89,0,"routine","deaths"
"ABC",2000,90,0,"routine","deaths"
"ABC",2000,91,0,"routine","deaths"
"ABC",2000,92,0,"routine","deaths"
"ABC",2000,93,0,"routine","deaths"
"ABC",2000,94,0,"routine","deaths"
"ABC",2000,95,0,"routine","deaths"
"ABC",2000,96,0,"routine","deaths"
"ABC",2000,97,0,"routine","deaths"
"ABC",2000,98,0,"routine","deaths"
"ABC",2000,99,0,"routine","deaths"
"ABC",2000,100,0,"routine","deaths"
"ABC",2001,0,16,"routine","deaths"
"ABC",2001,1,15,"routine","deaths"
"ABC",2001,2,15,"routine","deaths"
"ABC",2001,3,14,"routine","deaths"
"ABC",2001,4,13,"routine","deaths"
"ABC",2001,5,12,"routine","deaths"
"ABC",2001,6,12,"routine","deaths"
"ABC",2001,7,11,"routine","deaths"
"ABC",2001,8,11,"routine","deaths"
"ABC",2001,9,11,"routine","deaths"
"ABC",2001,10,10,"routine","deaths"
"ABC",2001,11,8,"routine","deaths"
"ABC",2001,12,8,"routine","deaths"
"ABC",2001,13,6,"routine","deaths"
"ABC",2001,14,6,"routine","deaths"
"ABC",2001,15,6,"routine","deaths"
"ABC",2001,16,6,"routine","deaths"
"ABC",2001,17,5,"routine","deaths"
"ABC",2001,18,5,"routine","deaths"
"ABC",2001,19,5,"routine","deaths"
"ABC",2001,20,5,"routine","deaths"
"ABC",2001,21,5,"routine","deaths"
"ABC",2001,22,4,"routine","deaths"
"ABC",2001,23,4,"routine","deaths"
"ABC",2001,24,4,"routine","deaths"
"ABC",2001,25,4,"routine","deaths"
"ABC",2001,26,4,"routine","deaths"
"ABC",2001,27,3,"routine","deaths"
"ABC",2001,28,3,"routine","deaths"
"ABC",2001,29,3,"routine","deaths"
"ABC",2001,30,3,"routine","deaths"
"ABC",2001,31,3,"routine","deaths"
"ABC",2001,32,3,"routine","deaths"
"ABC",2001,33,2,"routine","deaths"
"ABC",2001,34,2,"routine","deaths"
"ABC",2001,35,2,"routine","deaths"
"ABC",2001,36,2,"routine","deaths"
"ABC",2001,37,2,"routine","deaths"
"ABC",2001,38,2,"routine","deaths"
"ABC",2001,39,2,"routine","deaths"
"ABC",2001,40,2,"routine","deaths"
"ABC",2001,41,2,"routine","deaths"
"ABC",2001,42,2,"routine","deaths"
"ABC",2001,43,2,"routine","deaths"
"ABC",2001,44,2,"routine","deaths"
"ABC",2001,45,1,"routine","deaths"
"ABC",2001,46,1,"routine","deaths"
"ABC",2001,47,1,"routine","deaths"
"ABC",2001,48,1,"routine","deaths"
"ABC",2001,49,1,"routine","deaths"
"ABC",2001,50,1,"routine","deaths"
"ABC",2001,51,1,"routine","deaths"
"ABC",2001,52,1,"routine","deaths"
"ABC",2001,53,1,"routine","deaths"
"ABC",2001,54,1,"routine","deaths"
"ABC",2001,55,1,"routine","deaths"
"ABC",2001,56,1,"routine","deaths"
"ABC",2001,57,1,"routine","deaths"
"ABC",2001,58,1,"routine","deaths"
"ABC",2001,59,1,"routine","deaths"
"ABC",2001,60,1,"routine","deaths"
"ABC",2001,61,1,"routine","deaths"
"ABC",2001,62,1,"routine","deaths"
"ABC",2001,63,1,"routine","deaths"
"ABC",2001,64,1,"routine","deaths"
"ABC",2001,65,1,"routine","deaths"
"ABC",2001,66,0,"routine","deaths"
"ABC",2001,67,0,"routine","deaths"
"ABC",2001,68,0,"routine","deaths"
"ABC",2001,69,0,"routine","deaths"
"ABC",2001,70,0,"routine","deaths"
"ABC",2001,71,0,"routine","deaths"
"ABC",2001,72,0,"routine","deaths"
"ABC",2001,73,0,"routine","deaths"
"ABC",2001,74,0,"routine","deaths"
"ABC",2001,75,0,"routine","deaths"
"ABC",2001,76,0,"routine","deaths"
"ABC",2001,77,0,"routine","deaths"
"ABC",2001,78,0,"routine","deaths"
"ABC",2001,79,0,"routine","deaths"
"ABC",2001,80,0,"routine","deaths"
"ABC",2001,81,0,"routine","deaths"
"ABC",2001,82,0,"routine","deaths"
"ABC",2001,83,0,"routine","deaths"
"ABC",2001,84,0,"routine","deaths"
"ABC",2001,85,0,"routine","deaths"
"ABC",2001,86,0,"routine","deaths"
"ABC",2001,87,0,"routine","deaths"
"ABC",2001,88,0,"routine","deaths"
"ABC",2001,89,0,"routine","deaths"
"ABC",2001,90,0,"routine","deaths"
"ABC",2001,91,0,"routine","deaths"
"ABC",2001,92,0,"routine","deaths"
"ABC",2001,93,0,"routine","deaths"
"ABC",2001,94,0,"routine","deaths"
"ABC",2001,95,0,"routine","deaths"
"ABC",2001,96,0,"routine","deaths"
"ABC",2001,97,0,"routine","deaths"
"ABC",2001,98,0,"routine","deaths"
"ABC",2001,99,0,"routine","deaths"
"ABC",2001,100,0,"routine","deaths"
"ABC",2002,0,17,"routine","deaths"
"ABC",2002,1,16,"routine","deaths"
"ABC",2002,2,15,"routine","deaths"
"ABC",2002,3,14,"routine","deaths"
"ABC",2002,4,14,"routine","deaths"
"ABC",2002,5,13,"routine","deaths"
"ABC",2002,6,12,"routine","deaths"
"ABC",2002,7,12,"routine","deaths"
"ABC",2002,8,11,"routine","deaths"
"ABC",2002,9,11,"routine","deaths"
"ABC",2002,10,10,"routine","deaths"
"ABC",2002,11,10,"routine","deaths"
"ABC",2002,12,8,"routine","deaths"
"ABC",2002,13,8,"routine","deaths"
"ABC",2002,14,6,"routine","deaths"
"ABC",2002,15,6,"routine","deaths"
"ABC",2002,16,6,"routine","deaths"
"ABC",2002,17,5,"routine","deaths"
"ABC",2002,18,5,"routine","deaths"
"ABC",2002,19,5,"routine","deaths"
"ABC",2002,20,5,"routine","deaths"
"ABC",2002,21,5,"routine","deaths"
"ABC",2002,22,5,"routine","deaths"
"ABC",2002,23,4,"routine","deaths"
"ABC",2002,24,4,"routine","deaths"
"ABC",2002,25,4,"routine","deaths"
"ABC",2002,26,4,"routine","deaths"
"ABC",2002,27,4,"routine","deaths"
"ABC",2002,28,3,"routine","deaths"
"ABC",2002,29,3,"routine","deaths"
"ABC",2002,30,3,"routine","deaths"
"ABC",2002,31,3,"routine","deaths"
"ABC",2002,32,3,"routine","deaths"
"ABC",2002,33,3,"routine","deaths"
"ABC",2002,34,2,"routine","deaths"
"ABC",2002,35,2,"routine","deaths"
"ABC",2002,36,2,"routine","deaths"
"ABC",2002,37,2,"routine","deaths"
"ABC",2002,38,2,"routine","deaths"
"ABC",2002,39,2,"routine","deaths"
"ABC",2002,40,2,"routine","deaths"
"ABC",2002,41,2,"routine","deaths"
"ABC",2002,42,2,"routine","deaths"
"ABC",2002,43,2,"routine","deaths"
"ABC",2002,44,2,"routine","deaths"
"ABC",2002,45,2,"routine","deaths"
"ABC",2002,46,1,"routine","deaths"
"ABC",2002,47,1,"routine","deaths"
"ABC",2002,48,1,"routine","deaths"
"ABC",2002,49,1,"routine","deaths"
"ABC",2002,50,1,"routine","deaths"
"ABC",2002,51,1,"routine","deaths"
"ABC",2002,52,1,"routine","deaths"
"ABC",2002,53,1,"routine","deaths"
"ABC",2002,54,1,"routine","deaths"
"ABC",2002,55,1,"routine","deaths"
"ABC",2002,56,1,"routine","deaths"
"ABC",2002,57,1,"routine","deaths"
"ABC",2002,58,1,"routine","deaths"
"ABC",2002,59,1,"routine","deaths"
"ABC",2002,60,1,"routine","deaths"
"ABC",2002,61,1,"routine","deaths"
"ABC",2002,62,1,"routine","deaths"
"ABC",2002,63,1,"routine","deaths"
"ABC",2002,64,1,"routine","deaths"
"ABC",2002,65,1,"routine","deaths"
"ABC",2002,66,0,"routine","deaths"
"ABC",2002,67,0,"routine","deaths"
"ABC",2002,68,0,"routine","deaths"
"ABC",2002,69,0,"routine","deaths"
"ABC",2002,70,0,"routine","deaths"
"ABC",2002,71,0,"routine","deaths"
"ABC",2002,72,0,"routine","deaths"
"ABC",2002,73,0,"routine","deaths"
"ABC",2002,74,0,"routine","deaths"
"ABC",2002,75,0,"routine","deaths"
"ABC",2002,76,0,"routine","deaths"
"ABC",2002,77,0,"routine","deaths"
"ABC",2002,78,0,"routine","deaths"
"ABC",2002,79,0,"routine","deaths"
"ABC",2002,80,0,"routine","deaths"
"ABC",2002,81,0,"routine","deaths"
"ABC",2002,82,0,"routine","deaths"
"ABC",2002,83,0,"routine","deaths"
"ABC",2002,84,0,"routine","deaths"
"ABC",2002,85,0,"routine","deaths"
"ABC",2002,86,0,"routine","deaths"
"ABC",2002,87,0,"routine","deaths"
"ABC",2002,88,0,"routine","deaths"
"ABC",2002,89,0,"routine","deaths"
"ABC",2002,90,0,"routine","deaths"
"ABC",2002,91,0,"routine","deaths"
"ABC",2002,92,0,"routine","deaths"
"ABC",2002,93,0,"routine","deaths"
"ABC",2002,94,0,"routine","deaths"
"ABC",2002,95,0,"routine","deaths"
"ABC",2002,96,0,"routine","deaths"
"ABC",2002,97,0,"routine","deaths"
"ABC",2002,98,0,"routine","deaths"
"ABC",2002,99,0,"routine","deaths"
"ABC",2002,100,0,"routine","deaths"
"ABC",2003,0,17,"routine","deaths"
"ABC",2003,1,16,"routine","deaths"
"ABC",2003,2,15,"routine","deaths"
"ABC",2003,3,15,"routine","deaths"
"ABC",2003,4,14,"routine","deaths"
"ABC",2003,5,13,"routine","deaths"
"ABC",2003,6,13,"routine","deaths"
"ABC",2003,7,12,"routine","deaths"
"ABC",2003,8,12,"routine","deaths"
"ABC",2003,9,11,"routine","deaths"
"ABC",2003,10,11,"routine","deaths"
"ABC",2003,11,10,"routine","deaths"
"ABC",2003,12,10,"routine","deaths"
"ABC",2003,13,8,"routine","deaths"
"ABC",2003,14,8,"routine","deaths"
"ABC",2003,15,6,"routine","deaths"
"ABC",2003,16,6,"routine","deaths"
"ABC",2003,17,6,"routine","deaths"
"ABC",2003,18,5,"routine","deaths"
"ABC",2003,19,5,"routine","deaths"
"ABC",2003,20,5,"routine","deaths"
"ABC",2003,21,5,"routine","deaths"
"ABC",2003,22,5,"routine","deaths"
"ABC",2003,23,4,"routine","deaths"
"ABC",2003,24,4,"routine","deaths"
"ABC",2003,25,4,"routine","deaths"
"ABC",2003,26,4,"routine","deaths"
"ABC",2003,27,4,"routine","deaths"
"ABC",2003,28,3,"routine","deaths"
"ABC",2003,29,3,"routine","deaths"
"ABC",2003,30,3,"routine","deaths"
"ABC",2003,31,3,"routine","deaths"
"ABC",2003,32,3,"routine","deaths"
"ABC",2003,33,3,"routine","deaths"
"ABC",2003,34,3,"routine","deaths"
"ABC",2003,35,2,"routine","deaths"
"ABC",2003,36,2,"routine","deaths"
"ABC",2003,37,2,"routine","deaths"
"ABC",2003,38,2,"routine","deaths"
"ABC",2003,39,2,"routine","deaths"
"ABC",2003,40,2,"routine","deaths"
"ABC",2003,41,2,"routine","deaths"
"ABC",2003,42,2,"routine","deaths"
"ABC",2003,43,2,"routine","deaths"
"ABC",2003,44,2,"routine","deaths"
"ABC",2003,45,2,"routine","deaths"
"ABC",2003,46,1,"routine","deaths"
"ABC",2003,47,1,"routine","deaths"
"ABC",2003,48,1,"routine","deaths"
"ABC",2003,49,1,"routine","deaths"
"ABC",2003,50,1,"routine","deaths"
"ABC",2003,51,1,"routine","deaths"
"ABC",2003,52,1,"routine","deaths"
"ABC",2003,53,1,"routine","deaths"
"ABC",2003,54,1,"routine","deaths"
"ABC",2003,55,1,"routine","deaths"
"ABC",2003,56,1,"routine","deaths"
"ABC",2003,57,1,"routine","deaths"
"ABC",2003,58,1,"routine","deaths"
"ABC",2003,59,1,"routine","deaths"
"ABC",2003,60,1,"routine","deaths"
"ABC",2003,61,1,"routine","deaths"
"ABC",2003,62,1,"routine","deaths"
"ABC",2003,63,1,"routine","deaths"
"ABC",2003,64,1,"routine","deaths"
"ABC",2003,65,1,"routine","deaths"
"ABC",2003,66,1,"routine","deaths"
"ABC",2003,67,0,"routine","deaths"
"ABC",2003,68,0,"routine","deaths"
"ABC",2003,69,0,"routine","deaths"
"ABC",2003,70,0,"routine","deaths"
"ABC",2003,71,0,"routine","deaths"
"ABC",2003,72,0,"routine","deaths"
"ABC",2003,73,0,"routine","deaths"
"ABC",2003,74,0,"routine","deaths"
"ABC",2003,75,0,"routine","deaths"
"ABC",2003,76,0,"routine","deaths"
"ABC",2003,77,0,"routine","deaths"
"ABC",2003,78,0,"routine","deaths"
"ABC",2003,79,0,"routine","deaths"
"ABC",2003,80,0,"routine","deaths"
"ABC",2003,81,0,"routine","deaths"
"ABC",2003,82,0,"routine","deaths"
"ABC",2003,83,0,"routine","deaths"
"ABC",2003,84,0,"routine","deaths"
"ABC",2003,85,0,"routine","deaths"
"ABC",2003,86,0,"routine","deaths"
"ABC",2003,87,0,"routine","deaths"
"ABC",2003,88,0,"routine","deaths"
"ABC",2003,89,0,"routine","deaths"
"ABC",2003,90,0,"routine","deaths"
"ABC",2003,91,0,"routine","deaths"
"ABC",2003,92,0,"routine","deaths"
"ABC",2003,93,0,"routine","deaths"
"ABC",2003,94,0,"routine","deaths"
"ABC",2003,95,0,"routine","deaths"
"ABC",2003,96,0,"routine","deaths"
"ABC",2003,97,0,"routine","deaths"
"ABC",2003,98,0,"routine","deaths"
"ABC",2003,99,0,"routine","deaths"
"ABC",2003,100,0,"routine","deaths"
"ABC",2004,0,18,"routine","deaths"
"ABC",2004,1,17,"routine","deaths"
"ABC",2004,2,16,"routine","deaths"
"ABC",2004,3,15,"routine","deaths"
"ABC",2004,4,14,"routine","deaths"
"ABC",2004,5,14,"routine","deaths"
"ABC",2004,6,13,"routine","deaths"
"ABC",2004,7,12,"routine","deaths"
"ABC",2004,8,12,"routine","deaths"
"ABC",2004,9,11,"routine","deaths"
"ABC",2004,10,11,"routine","deaths"
"ABC",2004,11,11,"routine","deaths"
"ABC",2004,12,10,"routine","deaths"
"ABC",2004,13,10,"routine","deaths"
"ABC",2004,14,8,"routine","deaths"
"ABC",2004,15,8,"routine","deaths"
"ABC",2004,16,6,"routine","deaths"
"ABC",2004,17,6,"routine","deaths"
"ABC",2004,18,5,"routine","deaths"
"ABC",2004,19,5,"routine","deaths"
"ABC",2004,20,5,"routine","deaths"
"ABC",2004,21,5,"routine","deaths"
"ABC",2004,22,5,"routine","deaths"
"ABC",2004,23,5,"routine","deaths"
"ABC",2004,24,4,"routine","deaths"
"ABC",2004,25,4,"routine","deaths"
"ABC",2004,26,4,"routine","deaths"
"ABC",2004,27,4,"routine","deaths"
"ABC",2004,28,4,"routine","deaths"
"ABC",2004,29,3,"routine","deaths"
"ABC",2004,30,3,"routine","deaths"
"ABC",2004,31,3,"routine","deaths"
"ABC",2004,32,3,"routine","deaths"
"ABC",2004,33,3,"routine","deaths"
"ABC",2004,34,3,"routine","deaths"
"ABC",2004,35,2,"routine","deaths"
"ABC",2004,36,2,"routine","deaths"
"ABC",2004,37,2,"routine","deaths"
"ABC",2004,38,2,"routine","deaths"
"ABC",2004,39,2,"routine","deaths"
"ABC",2004,40,2,"routine","deaths"
"ABC",2004,41,2,"routine","deaths"
"ABC",2004,42,2,"routine","deaths"
"ABC",2004,43,2,"routine","deaths"
"ABC",2004,44,2,"routine","deaths"
"ABC",2004,45,2,"routine","deaths"
"ABC",2004,46,2,"routine","deaths"
"ABC",2004,47,1,"routine","deaths"
"ABC",2004,48,1,"routine","deaths"
"ABC",2004,49,1,"routine","deaths"
"ABC",2004,50,1,"routine","deaths"
"ABC",2004,51,1,"routine","deaths"
"ABC",2004,52,1,"routine","deaths"
"ABC",2004,53,1,"routine","deaths"
"ABC",2004,54,1,"routine","deaths"
"ABC",2004,55,1,"routine","deaths"
"ABC",2004,56,1,"routine","deaths"
"ABC",2004,57,1,"routine","deaths"
"ABC",2004,58,1,"routine","deaths"
"ABC",2004,59,1,"routine","deaths"
"ABC",2004,60,1,"routine","deaths"
"ABC",2004,61,1,"routine","deaths"
"ABC",2004,62,1,"routine","deaths"
"ABC",2004,63,1,"routine","deaths"
"ABC",2004,64,1,"routine","deaths"
"ABC",2004,65,1,"routine","deaths"
"ABC",2004,66,1,"routine","deaths"
"ABC",2004,67,0,"routine","deaths"
"ABC",2004,68,0,"routine","deaths"
"ABC",2004,69,0,"routine","deaths"
"ABC",2004,70,0,"routine","deaths"
"ABC",2004,71,0,"routine","deaths"
"ABC",2004,72,0,"routine","deaths"
"ABC",2004,73,0,"routine","deaths"
"ABC",2004,74,0,"routine","deaths"
"ABC",2004,75,0,"routine","deaths"
"ABC",2004,76,0,"routine","deaths"
"ABC",2004,77,0,"routine","deaths"
"ABC",2004,78,0,"routine","deaths"
"ABC",2004,79,0,"routine","deaths"
"ABC",2004,80,0,"routine","deaths"
"ABC",2004,81,0,"routine","deaths"
"ABC",2004,82,0,"routine","deaths"
"ABC",2004,83,0,"routine","deaths"
"ABC",2004,84,0,"routine","deaths"
"ABC",2004,85,0,"routine","deaths"
"ABC",2004,86,0,"routine","deaths"
"ABC",2004,87,0,"routine","deaths"
"ABC",2004,88,0,"routine","deaths"
"ABC",2004,89,0,"routine","deaths"
"ABC",2004,90,0,"routine","deaths"
"ABC",2004,91,0,"routine","deaths"
"ABC",2004,92,0,"routine","deaths"
"ABC",2004,93,0,"routine","deaths"
"ABC",2004,94,0,"routine","deaths"
"ABC",2004,95,0,"routine","deaths"
"ABC",2004,96,0,"routine","deaths"
"ABC",2004,97,0,"routine","deaths"
"ABC",2004,98,0,"routine","deaths"
"ABC",2004,99,0,"routine","deaths"
"ABC",2004,100,0,"routine","deaths"
"ABC",2005,0,18,"routine","deaths"
"ABC",2005,1,14,"routine","deaths"
"ABC",2005,2,16,"routine","deaths"
"ABC",2005,3,15,"routine","deaths"
"ABC",2005,4,15,"routine","deaths"
"ABC",2005,5,14,"routine","deaths"
"ABC",2005,6,13,"routine","deaths"
"ABC",2005,7,13,"routine","deaths"
"ABC",2005,8,12,"routine","deaths"
"ABC",2005,9,12,"routine","deaths"
"ABC",2005,10,11,"routine","deaths"
"ABC",2005,11,11,"routine","deaths"
"ABC",2005,12,10,"routine","deaths"
"ABC",2005,13,10,"routine","deaths"
"ABC",2005,14,10,"routine","deaths"
"ABC",2005,15,8,"routine","deaths"
"ABC",2005,16,8,"routine","deaths"
"ABC",2005,17,6,"routine","deaths"
"ABC",2005,18,6,"routine","deaths"
"ABC",2005,19,5,"routine","deaths"
"ABC",2005,20,5,"routine","deaths"
"ABC",2005,21,5,"routine","deaths"
"ABC",2005,22,5,"routine","deaths"
"ABC",2005,23,5,"routine","deaths"
"ABC",2005,24,5,"routine","deaths"
"ABC",2005,25,4,"routine","deaths"
"ABC",2005,26,4,"routine","deaths"
"ABC",2005,27,4,"routine","deaths"
"ABC",2005,28,4,"routine","deaths"
"ABC",2005,29,4,"routine","deaths"
"ABC",2005,30,3,"routine","deaths"
"ABC",2005,31,3,"routine","deaths"
"ABC",2005,32,3,"routine","deaths"
"ABC",2005,33,3,"routine","deaths"
"ABC",2005,34,3,"routine","deaths"
"ABC",2005,35,3,"routine","deaths"
"ABC",2005,36,2,"routine","deaths"
"ABC",2005,37,2,"routine","deaths"
"ABC",2005,38,2,"routine","deaths"
"ABC",2005,39,2,"routine","deaths"
"ABC",2005,40,2,"routine","deaths"
"ABC",2005,41,2,"routine","deaths"
"ABC",2005,42,2,"routine","deaths"
"ABC",2005,43,2,"routine","deaths"
"ABC",2005,44,2,"routine","deaths"
"ABC",2005,45,2,"routine","deaths"
"ABC",2005,46,2,"routine","deaths"
"ABC",2005,47,1,"routine","deaths"
"ABC",2005,48,1,"routine","deaths"
"ABC",2005,49,1,"routine","deaths"
"ABC",2005,50,1,"routine","deaths"
"ABC",2005,51,1,"routine","deaths"
"ABC",2005,52,1,"routine","deaths"
"ABC",2005,53,1,"routine","deaths"
"ABC",2005,54,1,"routine","deaths"
"ABC",2005,55,1,"routine","deaths"
"ABC",2005,56,1,"routine","deaths"
"ABC",2005,57,1,"routine","deaths"
"ABC",2005,58,1,"routine","deaths"
"ABC",2005,59,1,"routine","deaths"
"ABC",2005,60,1,"routine","deaths"
"ABC",2005,61,1,"routine","deaths"
"ABC",2005,62,1,"routine","deaths"
"ABC",2005,63,1,"routine","deaths"
"ABC",2005,64,1,"routine","deaths"
"ABC",2005,65,1,"routine","deaths"
"ABC",2005,66,1,"routine","deaths"
"ABC",2005,67,0,"routine","deaths"
"ABC",2005,68,0,"routine","deaths"
"ABC",2005,69,0,"routine","deaths"
"ABC",2005,70,0,"routine","deaths"
"ABC",2005,71,0,"routine","deaths"
"ABC",2005,72,0,"routine","deaths"
"ABC",2005,73,0,"routine","deaths"
"ABC",2005,74,0,"routine","deaths"
"ABC",2005,75,0,"routine","deaths"
"ABC",2005,76,0,"routine","deaths"
"ABC",2005,77,0,"routine","deaths"
"ABC",2005,78,0,"routine","deaths"
"ABC",2005,79,0,"routine","deaths"
"ABC",2005,80,0,"routine","deaths"
"ABC",2005,81,0,"routine","deaths"
"ABC",2005,82,0,"routine","deaths"
"ABC",2005,83,0,"routine","deaths"
"ABC",2005,84,0,"routine","deaths"
"ABC",2005,85,0,"routine","deaths"
"ABC",2005,86,0,"routine","deaths"
"ABC",2005,87,0,"routine","deaths"
"ABC",2005,88,0,"routine","deaths"
"ABC",2005,89,0,"routine","deaths"
"ABC",2005,90,0,"routine","deaths"
"ABC",2005,91,0,"routine","deaths"
"ABC",2005,92,0,"routine","deaths"
"ABC",2005,93,0,"routine","deaths"
"ABC",2005,94,0,"routine","deaths"
"ABC",2005,95,0,"routine","deaths"
"ABC",2005,96,0,"routine","deaths"
"ABC",2005,97,0,"routine","deaths"
"ABC",2005,98,0,"routine","deaths"
"ABC",2005,99,0,"routine","deaths"
"ABC",2005,100,0,"routine","deaths"
"ABC",2006,0,19,"routine","deaths"
"ABC",2006,1,11,"routine","deaths"
"ABC",2006,2,13,"routine","deaths"
"ABC",2006,3,16,"routine","deaths"
"ABC",2006,4,15,"routine","deaths"
"ABC",2006,5,14,"routine","deaths"
"ABC",2006,6,14,"routine","deaths"
"ABC",2006,7,13,"routine","deaths"
"ABC",2006,8,13,"routine","deaths"
"ABC",2006,9,12,"routine","deaths"
"ABC",2006,10,12,"routine","deaths"
"ABC",2006,11,11,"routine","deaths"
"ABC",2006,12,11,"routine","deaths"
"ABC",2006,13,10,"routine","deaths"
"ABC",2006,14,10,"routine","deaths"
"ABC",2006,15,10,"routine","deaths"
"ABC",2006,16,8,"routine","deaths"
"ABC",2006,17,8,"routine","deaths"
"ABC",2006,18,6,"routine","deaths"
"ABC",2006,19,6,"routine","deaths"
"ABC",2006,20,5,"routine","deaths"
"ABC",2006,21,5,"routine","deaths"
"ABC",2006,22,5,"routine","deaths"
"ABC",2006,23,5,"routine","deaths"
"ABC",2006,24,5,"routine","deaths"
"ABC",2006,25,4,"routine","deaths"
"ABC",2006,26,4,"routine","deaths"
"ABC",2006,27,4,"routine","deaths"
"ABC",2006,28,4,"routine","deaths"
"ABC",2006,29,4,"routine","deaths"
"ABC",2006,30,4,"routine","deaths"
"ABC",2006,31,3,"routine","deaths"
"ABC",2006,32,3,"routine","deaths"
"ABC",2006,33,3,"routine","deaths"
"ABC",2006,34,3,"routine","deaths"
"ABC",2006,35,3,"routine","deaths"
"ABC",2006,36,3,"routine","deaths"
"ABC",2006,37,2,"routine","deaths"
"ABC",2006,38,2,"routine","deaths"
"ABC",2006,39,2,"routine","deaths"
"ABC",2006,40,2,"routine","deaths"
"ABC",2006,41,2,"routine","deaths"
"ABC",2006,42,2,"routine","deaths"
"ABC",2006,43,2,"routine","deaths"
"ABC",2006,44,2,"routine","deaths"
"ABC",2006,45,2,"routine","deaths"
"ABC",2006,46,2,"routine","deaths"
"ABC",2006,47,2,"routine","deaths"
"ABC",2006,48,1,"routine","deaths"
"ABC",2006,49,1,"routine","deaths"
"ABC",2006,50,1,"routine","deaths"
"ABC",2006,51,1,"routine","deaths"
"ABC",2006,52,1,"routine","deaths"
"ABC",2006,53,1,"routine","deaths"
"ABC",2006,54,1,"routine","deaths"
"ABC",2006,55,1,"routine","deaths"
"ABC",2006,56,1,"routine","deaths"
"ABC",2006,57,1,"routine","deaths"
